,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09
353,,,1.0,1.0,2.0,2.0,4.0,4.0,6.0,7.0,1.0,0.0,0.0,2.0,4.0,7.0,7.0,2.0,0.0,5.0,5.0,3.0,3.0,10.0,10.0,1.0,2.0,2.0,1.0,0.0
354,,,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,6.0,7.0,3.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,7.0,9.0,8.0,5.0,1.0,6.0,5.0
355,,,7.0,7.0,3.0,3.0,15.0,17.0,13.0,15.0,4.0,27.0,28.0,11.0,15.0,19.0,25.0,22.0,29.0,19.0,34.0,41.0,15.0,20.0,20.0,8.0,3.0,5.0,24.0,21.0
356,,,0.0,0.0,2.0,4.0,4.0,2.0,3.0,6.0,1.0,-2.0,11.0,12.0,1.0,14.0,25.0,11.0,9.0,18.0,10.0,2.0,0.0,10.0,12.0,1.0,12.0,28.0,22.0,6.0
357,,,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,6.0,5.0,3.0,4.0,3.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0
358,,,4.0,4.0,4.0,4.0,5.0,16.0,13.0,12.0,10.0,0.0,0.0,17.0,18.0,9.0,14.0,6.0,0.0,8.0,13.0,8.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0
359,,,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,7.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,4.0,6.0,4.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0
360,,,0.0,0.0,0.0,0.0,2.0,5.0,9.0,8.0,2.0,8.0,7.0,10.0,18.0,13.0,10.0,4.0,5.0,6.0,7.0,14.0,16.0,11.0,5.0,3.0,2.0,3.0,7.0,5.0
361,,,1.0,1.0,1.0,6.0,6.0,1.0,2.0,8.0,6.0,0.0,9.0,10.0,3.0,10.0,8.0,0.0,0.0,2.0,3.0,5.0,4.0,4.0,4.0,6.0,8.0,2.0,3.0,3.0
362,,,0.0,0.0,0.0,1.0,5.0,7.0,3.0,2.0,2.0,0.0,0.0,2.0,11.0,12.0,12.0,15.0,18.0,13.0,4.0,7.0,7.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0
363,,,1.0,1.0,0.0,0.0,0.0,1.0,6.0,8.0,3.0,8.0,8.0,5.0,13.0,21.0,30.0,20.0,5.0,16.0,21.0,11.0,9.0,9.0,10.0,12.0,6.0,8.0,13.0,5.0
364,,,0.0,0.0,5.0,5.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,3.0,4.0,2.0,4.0,6.0,3.0,0.0,3.0,4.0,3.0,4.0,8.0,6.0,3.0,3.0,2.0,8.0
365,,,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,5.0,6.0,1.0,0.0,1.0,1.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0
366,,,2.0,4.0,7.0,5.0,1.0,5.0,8.0,4.0,3.0,15.0,15.0,15.0,13.0,5.0,19.0,24.0,9.0,0.0,12.0,32.0,23.0,23.0,32.0,20.0,8.0,7.0,17.0,14.0
367,,,7.0,5.0,1.0,1.0,6.0,7.0,7.0,5.0,12.0,14.0,4.0,12.0,22.0,12.0,11.0,11.0,26.0,39.0,21.0,11.0,15.0,22.0,21.0,14.0,7.0,9.0,7.0,7.0
368,,,1.0,2.0,1.0,2.0,2.0,7.0,8.0,1.0,34.0,37.0,4.0,12.0,11.0,0.0,-1.0,1.0,2.0,8.0,19.0,20.0,10.0,4.0,5.0,2.0,0.0,2.0,18.0,16.0
369,,,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,0.0,3.0,5.0,3.0,1.0,2.0,2.0,0.0,4.0,10.0,6.0,4.0,5.0,1.0,2.0,4.0,2.0,0.0
370,,,1.0,1.0,1.0,1.0,0.0,5.0,8.0,3.0,6.0,8.0,3.0,2.0,3.0,4.0,5.0,8.0,9.0,7.0,4.0,2.0,3.0,7.0,5.0,1.0,1.0,3.0,4.0,3.0
371,,,0.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,5.0,6.0,1.0,4.0,5.0,5.0,5.0,1.0,0.0,0.0,9.0,17.0,12.0,7.0,7.0,4.0,1.0,1.0,0.0,2.0
372,,,1.0,0.0,19.0,19.0,3.0,21.0,27.0,9.0,22.0,34.0,12.0,4.0,4.0,35.0,62.0,46.0,34.0,21.0,13.0,34.0,44.0,39.0,55.0,64.0,33.0,7.0,39.0,80.0
373,,,0.0,0.0,3.0,3.0,0.0,3.0,5.0,2.0,2.0,2.0,7.0,11.0,12.0,15.0,14.0,12.0,9.0,4.0,2.0,4.0,8.0,10.0,8.0,5.0,3.0,7.0,8.0,9.0
374,,,0.0,7.0,7.0,4.0,5.0,4.0,8.0,5.0,9.0,12.0,7.0,13.0,19.0,27.0,33.0,27.0,23.0,12.0,13.0,16.0,12.0,19.0,21.0,19.0,8.0,7.0,12.0,14.0
375,,,4.0,4.0,6.0,11.0,6.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,7.0,8.0,11.0,19.0,19.0,10.0,3.0,11.0,15.0,14.0,11.0,5.0,2.0,0.0,6.0,7.0
376,,,2.0,2.0,2.0,2.0,3.0,8.0,9.0,4.0,9.0,11.0,3.0,1.0,13.0,13.0,12.0,20.0,18.0,17.0,7.0,13.0,29.0,26.0,25.0,23.0,10.0,10.0,21.0,20.0
377,,,2.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,5.0,5.0,0.0,7.0,8.0,3.0,7.0,13.0,8.0,0.0,4.0,7.0,11.0,10.0,2.0,0.0,0.0,8.0,13.0,9.0
378,,,0.0,0.0,0.0,6.0,7.0,4.0,9.0,6.0,12.0,26.0,23.0,17.0,15.0,13.0,25.0,32.0,21.0,15.0,13.0,17.0,16.0,5.0,16.0,23.0,30.0,29.0,6.0,7.0
379,,,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,9.0,9.0,1.0,2.0,2.0,1.0,1.0,4.0,7.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0
380,,,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,5.0,11.0,10.0,4.0,10.0,19.0,11.0,4.0,8.0,7.0,3.0,6.0,9.0,6.0,5.0,7.0,4.0,0.0,4.0,11.0
381,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,83.0,2.0,-79.0,2.0,0.0,1.0,1.0,1.0
382,,,1.0,0.0,0.0,14.0,14.0,2.0,8.0,7.0,3.0,3.0,2.0,16.0,25.0,18.0,12.0,9.0,8.0,5.0,2.0,6.0,11.0,7.0,7.0,6.0,2.0,2.0,7.0,10.0
383,,,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,6.0,10.0,5.0,1.0,3.0,8.0,12.0,9.0,2.0,0.0,1.0,3.0,5.0
384,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,12.0,3.0,4.0,3.0,0.0,1.0,3.0,5.0,131.0,8.0,-120.0,0.0,3.0,5.0,9.0,12.0
385,,,0.0,0.0,0.0,0.0,3.0,7.0,13.0,15.0,14.0,14.0,15.0,15.0,13.0,35.0,45.0,25.0,18.0,19.0,11.0,9.0,22.0,27.0,21.0,16.0,19.0,19.0,20.0,20.0
386,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,58.0,0.0,-58.0,0.0,0.0,2.0,4.0,2.0
387,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,6.0,4.0,3.0,8.0,17.0,20.0,21.0,16.0,4.0,3.0,10.0,58.0,9.0,-36.0,19.0,13.0,0.0,5.0,6.0
388,,,0.0,0.0,0.0,8.0,8.0,0.0,22.0,5.0,-9.0,8.0,0.0,34.0,34.0,6.0,6.0,25.0,40.0,15.0,10.0,12.0,6.0,4.0,0.0,16.0,19.0,3.0,5.0,11.0
389,,,0.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,3.0,5.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,7.0
390,,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,16.0,5.0,-11.0,0.0,1.0,1.0,5.0,6.0
391,,,0.0,0.0,0.0,2.0,2.0,1.0,3.0,9.0,8.0,4.0,3.0,0.0,2.0,3.0,2.0,2.0,6.0,5.0,2.0,3.0,12.0,5.0,-5.0,6.0,9.0,5.0,2.0,1.0
392,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,3.0,17.0,16.0,4.0,7.0,6.0,11.0,13.0,16.0,15.0,7.0,3.0,4.0,11.0
393,,,0.0,0.0,0.0,5.0,5.0,0.0,6.0,7.0,1.0,5.0,5.0,0.0,3.0,8.0,5.0,8.0,8.0,0.0,6.0,6.0,6.0,8.0,3.0,1.0,0.0,3.0,4.0,3.0
394,,,0.0,0.0,0.0,2.0,3.0,1.0,1.0,6.0,9.0,4.0,0.0,2.0,6.0,6.0,6.0,6.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0,9.0
395,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,6.0,10.0,8.0,2.0,0.0,1.0,2.0,7.0,5.0,-1.0,0.0,1.0,1.0,1.0,2.0
396,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,6.0,6.0,5.0,3.0,8.0,8.0,5.0,4.0,2.0,1.0,1.0,3.0,7.0
397,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,14.0,0.0,-12.0,3.0,1.0,0.0,0.0,1.0
398,,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,6.0,7.0,5.0,7.0,8.0,10.0,6.0,0.0,5.0,8.0
399,,,0.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,0.0,5.0,6.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,14.0,10.0,-4.0,0.0,0.0,0.0,2.0,3.0
400,,,0.0,0.0,0.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,0.0,3.0,9.0,8.0,4.0,3.0,6.0,5.0,0.0,0.0,5.0,10.0,9.0,4.0,3.0,4.0,5.0,5.0
401,,,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,7.0,11.0,17.0,13.0,1.0,0.0
